     Time        Name            Data       
     20.002028   VN1600_1::AIN   1.214400   
     20.102030   VN1600_1::AIN   1.214400   
     20.202031   VN1600_1::AIN   1.196800   
     20.302033   VN1600_1::AIN   1.196800   
     20.402035   VN1600_1::AIN   1.196800   
     20.502037   VN1600_1::AIN   1.196800   
     20.602038   VN1600_1::AIN   1.179200   
     20.702040   VN1600_1::AIN   1.196800   
     20.802042   VN1600_1::AIN   1.214400   
     20.902044   VN1600_1::AIN   1.214400   
     21.002045   VN1600_1::AIN   1.196800   
     21.102047   VN1600_1::AIN   1.179200   
     21.202049   VN1600_1::AIN   1.214400   
     21.302051   VN1600_1::AIN   1.196800   
     21.402052   VN1600_1::AIN   1.196800   
     21.502054   VN1600_1::AIN   1.196800   
     21.602056   VN1600_1::AIN   1.214400   
     21.702058   VN1600_1::AIN   1.196800   
     21.802059   VN1600_1::AIN   1.196800   
     21.902061   VN1600_1::AIN   1.214400   
     22.002063   VN1600_1::AIN   1.196800   
     22.102065   VN1600_1::AIN   1.196800   
     22.202067   VN1600_1::AIN   1.179200   
     22.302068   VN1600_1::AIN   1.196800   
     22.402070   VN1600_1::AIN   1.196800   
     22.502072   VN1600_1::AIN   1.214400   
     22.602074   VN1600_1::AIN   1.179200   
     22.702075   VN1600_1::AIN   1.196800   
     22.802077   VN1600_1::AIN   1.214400   
     22.902079   VN1600_1::AIN   1.196800   
     23.002081   VN1600_1::AIN   1.214400   
     23.102083   VN1600_1::AIN   1.214400   
     23.202084   VN1600_1::AIN   1.196800   
     23.302086   VN1600_1::AIN   1.196800   
     23.402088   VN1600_1::AIN   1.214400   
     23.502090   VN1600_1::AIN   1.196800   
     23.602092   VN1600_1::AIN   1.196800   
     23.702093   VN1600_1::AIN   1.196800   
     23.802095   VN1600_1::AIN   1.196800   
     23.902097   VN1600_1::AIN   1.196800   
     24.002099   VN1600_1::AIN   1.196800   
     24.102101   VN1600_1::AIN   1.196800   
     24.202102   VN1600_1::AIN   1.196800   
     24.302104   VN1600_1::AIN   1.196800   
     24.402106   VN1600_1::AIN   1.196800   
     24.502108   VN1600_1::AIN   1.196800   
     24.602110   VN1600_1::AIN   1.196800   
     24.702111   VN1600_1::AIN   1.196800   
     24.802113   VN1600_1::AIN   1.196800   
     24.902115   VN1600_1::AIN   1.196800   
     25.002117   VN1600_1::AIN   1.214400   
     25.102118   VN1600_1::AIN   1.196800   
     25.202120   VN1600_1::AIN   1.196800   
     25.302122   VN1600_1::AIN   1.214400   
     25.402124   VN1600_1::AIN   1.196800   
     25.502125   VN1600_1::AIN   1.196800   
     25.602127   VN1600_1::AIN   1.179200   
     25.702129   VN1600_1::AIN   1.214400   
     25.802131   VN1600_1::AIN   1.196800   
     25.902132   VN1600_1::AIN   1.214400   
     26.002134   VN1600_1::AIN   1.214400   
     26.102136   VN1600_1::AIN   1.196800   
     26.202138   VN1600_1::AIN   1.196800   
     26.302140   VN1600_1::AIN   1.214400   
     26.402141   VN1600_1::AIN   1.196800   
     26.502143   VN1600_1::AIN   1.196800   
     26.602145   VN1600_1::AIN   1.196800   
     26.702147   VN1600_1::AIN   1.179200   
     26.802148   VN1600_1::AIN   1.196800   
     26.902150   VN1600_1::AIN   1.196800   
     27.002152   VN1600_1::AIN   1.196800   
     27.102154   VN1600_1::AIN   1.232000   
     27.202155   VN1600_1::AIN   1.196800   
     27.302157   VN1600_1::AIN   1.196800   
     27.402159   VN1600_1::AIN   1.196800   
     27.502161   VN1600_1::AIN   1.196800   
     27.602162   VN1600_1::AIN   1.179200   
     27.702164   VN1600_1::AIN   1.196800   
     27.802166   VN1600_1::AIN   1.179200   
     27.902167   VN1600_1::AIN   1.196800   
     28.002169   VN1600_1::AIN   1.196800   
     28.102171   VN1600_1::AIN   1.196800   
     28.202173   VN1600_1::AIN   1.196800   
     28.302174   VN1600_1::AIN   1.196800   
     28.402176   VN1600_1::AIN   1.196800   
     28.502178   VN1600_1::AIN   1.196800   
     28.602180   VN1600_1::AIN   1.179200   
     28.702181   VN1600_1::AIN   1.214400   
     28.802183   VN1600_1::AIN   1.196800   
     28.902185   VN1600_1::AIN   1.196800   
     29.002187   VN1600_1::AIN   1.196800   
     29.102188   VN1600_1::AIN   1.196800   
     29.202190   VN1600_1::AIN   1.179200   
     29.302192   VN1600_1::AIN   1.196800   
     29.402193   VN1600_1::AIN   1.196800   
     29.502195   VN1600_1::AIN   1.196800   
     29.602197   VN1600_1::AIN   1.179200   
     29.702199   VN1600_1::AIN   1.179200   
     29.802200   VN1600_1::AIN   1.196800   
     29.902202   VN1600_1::AIN   1.196800   
     30.002204   VN1600_1::AIN   1.196800   
